Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
2024-10-24,PA012,Perth,Tokyo,Business Class,700,Yes,0,Vegetarian
2024-03-31,PA001,New York,London,Business Class,553,Yes,2,Nut Free
2024-02-21,PA008,New York,Perth,Premium Economy,1505,Yes,2,Egg Free
2024-01-11,PA001,New York,London,First Class,440,No,3,Vegetarian
2024-04-07,PA005,Tokyo,London,Economy,2690,No,3,Vegan
2024-10-11,PA006,London,Tokyo,Business Class,704,Yes,2,Vegan
2024-12-15,PA005,Tokyo,London,Premium Economy,560,No,1,Vegan
2024-05-23,PA006,London,Tokyo,Premium Economy,1677,No,2,Vegan
2024-09-15,PA007,Perth,New York,Premium Economy,1112,No,1,Egg Free
2024-09-23,PA010,New York,Tokyo,Economy,2350,No,1,Vegetarian
2024-09-18,PA002,London,New York,First Class,630,Yes,2,None
2024-01-15,PA005,Tokyo,London,Economy,2660,No,2,None
2024-10-30,PA011,Tokyo,Perth,Economy,2280,No,3,Vegan
2024-12-04,PA003,Perth,London,First Class,333,No,1,Egg Free
2024-10-25,PA004,London,Perth,First Class,313,Yes,3,Egg Free
2024-02-04,PA005,Tokyo,London,Economy,3005,No,0,Vegan
2024-11-01,PA001,New York,London,Economy,2780,No,3,Egg Free
2024-09-15,PA005,Tokyo,London,First Class,655,Yes,0,Dairy Free
2024-01-09,PA012,Perth,Tokyo,Economy,2990,No,1,Nut Free
2024-04-19,PA002,London,New York,Business Class,423,Yes,1,Nut Free
2024-08-12,PA003,Perth,London,Premium Economy,920,No,0,Dairy Free
2024-04-25,PA004,London,Perth,First Class,238,No,1,None
2024-09-14,PA007,Perth,New York,Economy,2925,No,0,Dairy Free
2024-04-03,PA009,Tokyo,New York,Economy,3340,Yes,3,Egg Free
2024-06-02,PA007,Perth,New York,Business Class,408,Yes,2,Vegetarian
2024-08-13,PA005,Tokyo,London,Premium Economy,1425,No,0,Nut Free
2024-07-04,PA005,Tokyo,London,Economy,2700,No,2,Nut Free
2024-06-10,PA010,New York,Tokyo,Premium Economy,1317,Yes,3,Nut Free
2024-01-08,PA012,Perth,Tokyo,Economy,3120,Yes,2,Vegetarian
2024-07-22,PA002,London,New York,Economy,3455,No,2,Egg Free
2024-02-18,PA005,Tokyo,London,Business Class,387,No,0,Vegan
2024-07-20,PA011,Tokyo,Perth,Business Class,744,No,2,Nut Free
2024-07-10,PA001,New York,London,Economy,1910,No,0,Nut Free
2024-09-25,PA003,Perth,London,Premium Economy,572,Yes,0,Egg Free
2024-09-30,PA006,London,Tokyo,Premium Economy,1435,Yes,1,Vegan
2024-09-16,PA005,Tokyo,London,First Class,233,Yes,3,Nut Free
2024-07-29,PA008,New York,Perth,Business Class,520,Yes,2,Vegetarian
2024-05-14,PA005,Tokyo,London,First Class,239,Yes,2,Dairy Free
2024-11-02,PA012,Perth,Tokyo,First Class,342,No,3,Nut Free
2024-11-18,PA007,Perth,New York,Premium Economy,600,Yes,1,Vegetarian
2024-05-27,PA009,Tokyo,New York,Economy,1520,Yes,2,Egg Free
2024-06-30,PA007,Perth,New York,Business Class,680,No,3,None
2024-07-15,PA008,New York,Perth,Business Class,316,Yes,0,Nut Free
2024-11-16,PA009,Tokyo,New York,Economy,2290,Yes,2,Vegetarian
2024-09-06,PA002,London,New York,Economy,1495,No,1,Nut Free
2024-08-08,PA009,Tokyo,New York,Economy,3130,No,0,Vegan
2024-11-03,PA007,Perth,New York,Economy,2325,No,3,Dairy Free
2024-01-11,PA012,Perth,Tokyo,First Class,269,Yes,1,Nut Free
2024-08-03,PA003,Perth,London,First Class,507,No,3,Nut Free
2024-09-10,PA004,London,Perth,Business Class,570,No,0,None
2024-02-12,PA011,Tokyo,Perth,Business Class,504,Yes,2,None
2024-08-14,PA001,New York,London,First Class,691,No,2,None
2024-07-22,PA011,Tokyo,Perth,Premium Economy,1682,No,2,Vegetarian
2024-02-24,PA008,New York,Perth,Economy,1500,Yes,1,Vegan
2024-01-28,PA011,Tokyo,Perth,Business Class,512,Yes,1,Nut Free
2024-02-08,PA009,Tokyo,New York,Premium Economy,585,Yes,2,Vegetarian
2024-01-03,PA003,Perth,London,Business Class,283,No,0,Vegetarian
2024-12-27,PA008,New York,Perth,Economy,3315,No,2,None
2024-07-19,PA008,New York,Perth,Business Class,463,Yes,2,Nut Free
2024-08-20,PA006,London,Tokyo,Premium Economy,1325,Yes,1,Dairy Free
2024-11-19,PA007,Perth,New York,Premium Economy,1372,Yes,2,None
2024-07-31,PA003,Perth,London,Economy,1450,No,3,Dairy Free
2024-12-27,PA007,Perth,New York,Economy,1670,No,3,Nut Free
2024-08-03,PA011,Tokyo,Perth,Premium Economy,795,No,2,Egg Free
2024-05-20,PA008,New York,Perth,Premium Economy,1642,No,2,Egg Free
2024-03-22,PA005,Tokyo,London,First Class,340,Yes,1,Nut Free
2024-03-04,PA005,Tokyo,London,Business Class,459,No,3,Dairy Free
2024-02-14,PA004,London,Perth,Business Class,678,Yes,0,Nut Free
2024-10-20,PA004,London,Perth,First Class,616,Yes,3,Egg Free
2024-06-13,PA008,New York,Perth,Business Class,625,No,0,Vegetarian
2024-07-01,PA003,Perth,London,Business Class,490,No,1,Vegan
2024-12-08,PA002,London,New York,First Class,333,Yes,3,None
2024-04-17,PA009,Tokyo,New York,Premium Economy,1000,Yes,0,None
2024-03-11,PA009,Tokyo,New York,Business Class,592,No,2,Vegetarian
2024-02-04,PA001,New York,London,Premium Economy,537,Yes,2,None
2024-01-29,PA010,New York,Tokyo,First Class,413,Yes,2,Nut Free
2024-12-18,PA004,London,Perth,Economy,1855,No,0,Dairy Free
2024-09-30,PA012,Perth,Tokyo,Economy,1845,No,1,Dairy Free
2024-04-27,PA003,Perth,London,Premium Economy,965,Yes,3,Dairy Free
2024-05-09,PA010,New York,Tokyo,Premium Economy,1725,Yes,0,Vegetarian
2024-12-23,PA002,London,New York,Premium Economy,1475,Yes,0,None
2024-12-21,PA005,Tokyo,London,First Class,385,No,1,Vegan
2024-04-15,PA004,London,Perth,Premium Economy,1582,Yes,0,Vegetarian
2024-12-23,PA004,London,Perth,Business Class,399,Yes,2,Nut Free
2024-01-29,PA004,London,Perth,Business Class,700,No,3,Vegetarian
2024-08-27,PA012,Perth,Tokyo,Premium Economy,1312,Yes,2,Nut Free
2024-02-15,PA012,Perth,Tokyo,Economy,3375,No,3,Vegetarian
2024-11-02,PA005,Tokyo,London,Economy,1170,Yes,3,Dairy Free
2024-04-29,PA005,Tokyo,London,Economy,2070,No,3,Egg Free
2024-02-12,PA012,Perth,Tokyo,Business Class,304,No,1,Nut Free
2024-04-26,PA001,New York,London,Premium Economy,932,No,3,Vegetarian
2024-01-28,PA006,London,Tokyo,Business Class,776,No,0,Nut Free
2024-07-21,PA007,Perth,New York,Business Class,746,Yes,3,Egg Free
2024-08-15,PA009,Tokyo,New York,Business Class,608,Yes,2,Dairy Free
2024-07-04,PA011,Tokyo,Perth,Premium Economy,777,No,1,Nut Free
2024-03-03,PA005,Tokyo,London,Business Class,568,No,1,Vegetarian
2024-04-22,PA011,Tokyo,Perth,Economy,1175,No,2,None
2024-11-11,PA009,Tokyo,New York,First Class,456,Yes,3,Nut Free
2024-03-02,PA008,New York,Perth,Economy,3300,No,1,Vegetarian
2024-04-26,PA012,Perth,Tokyo,Premium Economy,1735,Yes,1,Egg Free
2024-09-02,PA012,Perth,Tokyo,Economy,2980,No,0,None
2024-08-13,PA002,London,New York,Economy,3180,No,1,Nut Free
2024-04-26,PA002,London,New York,Business Class,338,Yes,3,Nut Free
2024-05-19,PA005,Tokyo,London,First Class,341,Yes,3,Egg Free
2024-07-04,PA008,New York,Perth,Business Class,622,Yes,2,None
2024-03-11,PA005,Tokyo,London,Business Class,708,Yes,0,Egg Free
2024-05-17,PA006,London,Tokyo,Business Class,248,No,2,Vegetarian
2024-02-05,PA006,London,Tokyo,First Class,570,No,1,Nut Free
2024-02-15,PA005,Tokyo,London,Business Class,309,Yes,2,Egg Free
2024-04-18,PA007,Perth,New York,Premium Economy,1282,Yes,0,Vegetarian
2024-10-27,PA010,New York,Tokyo,First Class,695,Yes,2,Egg Free
2024-01-18,PA001,New York,London,Business Class,518,No,1,Vegan
2024-02-29,PA009,Tokyo,New York,Business Class,284,No,2,Vegan
2024-03-13,PA007,Perth,New York,First Class,373,No,3,Egg Free
2024-03-13,PA008,New York,Perth,Economy,2635,No,2,Vegetarian
2024-03-24,PA004,London,Perth,Economy,1810,Yes,2,None
2024-01-02,PA005,Tokyo,London,Economy,1215,No,2,Vegetarian
2024-10-07,PA001,New York,London,Premium Economy,940,No,3,Nut Free
2024-01-30,PA007,Perth,New York,Economy,2815,Yes,2,Vegan
2024-11-04,PA011,Tokyo,Perth,Premium Economy,1145,Yes,0,Nut Free
2024-08-25,PA011,Tokyo,Perth,Economy,3195,No,2,Dairy Free
2024-11-02,PA009,Tokyo,New York,First Class,258,No,2,Vegan
2024-08-03,PA005,Tokyo,London,First Class,334,Yes,0,Egg Free
2024-11-21,PA012,Perth,Tokyo,Economy,1265,Yes,0,Vegan
2024-11-12,PA009,Tokyo,New York,Premium Economy,652,Yes,3,Nut Free
2024-02-28,PA003,Perth,London,First Class,415,Yes,0,Egg Free
2024-06-12,PA005,Tokyo,London,Economy,2435,No,0,Vegan
2024-06-02,PA003,Perth,London,Business Class,711,Yes,1,Dairy Free
2024-08-09,PA012,Perth,Tokyo,Economy,1270,Yes,2,Vegetarian
2024-03-16,PA007,Perth,New York,Economy,3010,Yes,1,Nut Free
2024-11-27,PA005,Tokyo,London,Business Class,734,No,0,Vegan
2024-06-04,PA005,Tokyo,London,Business Class,799,Yes,0,Dairy Free
2024-12-08,PA003,Perth,London,Economy,1800,No,0,Vegetarian
2024-06-04,PA010,New York,Tokyo,First Class,362,No,3,Dairy Free
2024-10-28,PA006,London,Tokyo,Economy,1055,Yes,2,Dairy Free
2024-12-09,PA007,Perth,New York,Premium Economy,1650,Yes,3,Vegetarian
2024-08-08,PA008,New York,Perth,Premium Economy,555,No,0,Vegan
2024-05-06,PA011,Tokyo,Perth,Business Class,368,No,0,Nut Free
2024-11-10,PA006,London,Tokyo,Economy,2100,No,0,Nut Free
2024-10-18,PA006,London,Tokyo,Premium Economy,1722,Yes,0,Vegetarian
2024-07-08,PA002,London,New York,Premium Economy,965,No,1,Vegan
2024-05-15,PA003,Perth,London,Premium Economy,540,No,3,Vegetarian
2024-01-23,PA008,New York,Perth,First Class,432,No,3,Vegan
2024-04-27,PA006,London,Tokyo,Premium Economy,805,Yes,0,Vegan
2024-04-21,PA006,London,Tokyo,First Class,257,No,1,Vegan
2024-05-16,PA006,London,Tokyo,First Class,307,Yes,1,Dairy Free
2024-04-24,PA006,London,Tokyo,Premium Economy,855,Yes,3,Vegetarian
2024-01-29,PA009,Tokyo,New York,Premium Economy,1227,Yes,3,Dairy Free
2024-02-07,PA010,New York,Tokyo,Economy,1450,No,3,None
2024-08-06,PA003,Perth,London,Economy,1715,Yes,0,Egg Free
2024-12-11,PA012,Perth,Tokyo,Business Class,634,Yes,1,Vegetarian
2024-11-25,PA010,New York,Tokyo,First Class,589,No,2,Dairy Free
2024-03-12,PA005,Tokyo,London,Business Class,708,No,1,Vegan
2024-10-15,PA004,London,Perth,Economy,1405,Yes,3,Vegetarian
2024-09-09,PA004,London,Perth,First Class,453,No,2,Dairy Free
2024-09-17,PA003,Perth,London,Business Class,411,Yes,0,Nut Free
2024-02-24,PA009,Tokyo,New York,Business Class,340,No,0,Dairy Free
2024-11-13,PA010,New York,Tokyo,Premium Economy,742,No,1,Vegetarian
2024-11-18,PA010,New York,Tokyo,Business Class,800,Yes,0,Vegetarian
2024-04-28,PA003,Perth,London,Business Class,348,No,1,Vegan
2024-09-29,PA007,Perth,New York,Business Class,256,No,2,Nut Free
2024-05-18,PA004,London,Perth,Economy,1090,No,0,None
2024-01-29,PA009,Tokyo,New York,Economy,1995,Yes,0,Egg Free
2024-03-25,PA011,Tokyo,Perth,First Class,201,Yes,1,Vegan
2024-12-22,PA002,London,New York,First Class,525,Yes,1,Egg Free
2024-07-26,PA009,Tokyo,New York,Economy,2685,Yes,2,Vegetarian
2024-08-24,PA006,London,Tokyo,First Class,303,Yes,3,Dairy Free
2024-01-10,PA010,New York,Tokyo,Premium Economy,927,Yes,1,Egg Free
2024-08-19,PA006,London,Tokyo,Economy,1645,No,2,Egg Free
2024-10-06,PA003,Perth,London,Premium Economy,1047,Yes,3,Egg Free
2024-08-22,PA012,Perth,Tokyo,Business Class,675,Yes,0,Vegetarian
2024-12-07,PA009,Tokyo,New York,Premium Economy,1615,No,3,None
2024-08-29,PA006,London,Tokyo,First Class,640,No,0,None
2024-10-11,PA002,London,New York,Economy,2275,No,1,Egg Free
2024-05-23,PA003,Perth,London,Economy,2815,Yes,1,Dairy Free
2024-02-09,PA001,New York,London,Economy,2700,Yes,0,None
2024-06-13,PA006,London,Tokyo,Economy,1945,Yes,1,Vegetarian
2024-05-21,PA012,Perth,Tokyo,Economy,2440,No,3,None
2024-11-10,PA009,Tokyo,New York,First Class,472,No,1,Vegan
2024-11-11,PA006,London,Tokyo,First Class,678,No,3,Egg Free
2024-09-19,PA010,New York,Tokyo,Economy,2720,Yes,0,None
2024-03-23,PA012,Perth,Tokyo,Economy,2015,Yes,3,Dairy Free
2024-11-07,PA006,London,Tokyo,First Class,215,Yes,3,Dairy Free
2024-05-16,PA005,Tokyo,London,Business Class,487,Yes,1,Nut Free
2024-08-15,PA003,Perth,London,Business Class,496,Yes,1,Egg Free
2024-07-12,PA007,Perth,New York,First Class,411,Yes,3,None
2024-06-17,PA001,New York,London,First Class,462,Yes,1,Vegetarian
2024-12-17,PA010,New York,Tokyo,First Class,224,Yes,2,None
2024-08-23,PA009,Tokyo,New York,First Class,530,Yes,3,Egg Free
2024-10-17,PA001,New York,London,Premium Economy,535,No,0,Nut Free
2024-05-20,PA009,Tokyo,New York,First Class,279,No,0,None
2024-02-07,PA009,Tokyo,New York,Business Class,670,No,0,None
2024-11-10,PA006,London,Tokyo,Premium Economy,1702,Yes,0,Egg Free
2024-04-23,PA008,New York,Perth,Economy,2630,Yes,3,Egg Free
2024-04-19,PA012,Perth,Tokyo,First Class,227,No,1,Vegetarian
2024-07-29,PA008,New York,Perth,First Class,485,No,2,Vegan
2024-05-15,PA003,Perth,London,Business Class,325,No,1,Vegan
2024-01-24,PA005,Tokyo,London,Premium Economy,1197,No,3,Nut Free
2024-10-05,PA006,London,Tokyo,First Class,659,Yes,1,None
2024-09-20,PA004,London,Perth,First Class,427,No,3,Dairy Free
2024-04-12,PA012,Perth,Tokyo,Premium Economy,1222,Yes,0,Egg Free
2024-02-01,PA009,Tokyo,New York,Premium Economy,592,No,0,Vegan
2024-10-23,PA003,Perth,London,Economy,3465,No,0,Dairy Free
2024-01-13,PA007,Perth,New York,First Class,571,Yes,3,Dairy Free
2024-06-17,PA004,London,Perth,Premium Economy,500,Yes,2,Egg Free
2024-08-29,PA006,London,Tokyo,Business Class,720,No,1,None
2024-05-15,PA001,New York,London,Business Class,699,Yes,1,None
2024-02-19,PA011,Tokyo,Perth,Economy,2810,Yes,2,Vegetarian
2024-03-25,PA002,London,New York,Economy,2325,Yes,3,Vegetarian
2024-10-21,PA001,New York,London,Economy,2000,Yes,0,Nut Free
2024-02-25,PA011,Tokyo,Perth,Economy,1400,No,1,Vegan
2024-03-09,PA003,Perth,London,Business Class,584,No,1,Nut Free
2024-11-11,PA011,Tokyo,Perth,First Class,551,No,2,Vegan
2024-11-16,PA004,London,Perth,Economy,1050,Yes,3,Vegetarian
2024-04-06,PA012,Perth,Tokyo,First Class,235,Yes,2,Vegetarian
2024-06-07,PA008,New York,Perth,Economy,2740,Yes,0,Vegan
2024-04-12,PA007,Perth,New York,Business Class,464,No,2,None
2024-04-01,PA005,Tokyo,London,Business Class,552,Yes,2,Vegan
2024-04-12,PA007,Perth,New York,Economy,1725,No,3,Vegetarian
2024-12-17,PA011,Tokyo,Perth,First Class,208,Yes,3,Vegan
2024-06-10,PA006,London,Tokyo,Premium Economy,1147,Yes,3,Vegan
2024-08-22,PA008,New York,Perth,Premium Economy,1275,No,3,Dairy Free
2024-01-26,PA008,New York,Perth,Economy,2610,Yes,0,None
2024-01-17,PA012,Perth,Tokyo,Business Class,805,Yes,1,None
2024-03-04,PA001,New York,London,Business Class,697,Yes,0,None
2024-07-03,PA003,Perth,London,Economy,2285,No,2,Nut Free
2024-08-08,PA011,Tokyo,Perth,First Class,582,Yes,3,Vegan
2024-07-20,PA001,New York,London,Economy,2885,Yes,3,Nut Free
2024-06-17,PA008,New York,Perth,Premium Economy,1185,Yes,3,Nut Free
2024-02-10,PA007,Perth,New York,First Class,459,No,2,Dairy Free
2024-08-04,PA003,Perth,London,Premium Economy,1700,No,0,Dairy Free
2024-09-30,PA002,London,New York,Premium Economy,897,No,2,Nut Free
2024-10-01,PA007,Perth,New York,Premium Economy,885,No,3,Nut Free
2024-01-21,PA009,Tokyo,New York,Business Class,411,Yes,3,Dairy Free
2024-06-24,PA004,London,Perth,Business Class,570,No,3,Vegan
2024-03-01,PA004,London,Perth,First Class,493,Yes,1,Egg Free
2024-09-16,PA004,London,Perth,Premium Economy,1437,No,2,Egg Free
2024-09-06,PA001,New York,London,Business Class,393,No,1,Vegetarian
2024-05-12,PA005,Tokyo,London,Premium Economy,1030,Yes,0,Egg Free
2024-05-15,PA004,London,Perth,Business Class,445,No,3,Vegetarian
2024-08-19,PA008,New York,Perth,Economy,2035,No,3,Egg Free
2024-12-25,PA007,Perth,New York,Business Class,386,Yes,1,None
2024-04-17,PA007,Perth,New York,Business Class,355,Yes,3,Dairy Free
2024-02-24,PA003,Perth,London,Economy,3275,No,0,None
2024-01-17,PA005,Tokyo,London,Business Class,537,Yes,1,Vegan
2024-04-05,PA011,Tokyo,Perth,Business Class,763,Yes,3,None
2024-07-03,PA004,London,Perth,Business Class,550,Yes,1,Dairy Free
2024-05-19,PA006,London,Tokyo,Premium Economy,1307,No,1,Vegetarian
2024-04-25,PA007,Perth,New York,Business Class,482,Yes,1,Egg Free
2024-12-17,PA012,Perth,Tokyo,Economy,2030,No,1,None
2024-08-01,PA009,Tokyo,New York,Economy,1530,No,0,None
2024-10-24,PA011,Tokyo,Perth,Business Class,712,Yes,2,Vegan
2024-01-31,PA012,Perth,Tokyo,First Class,397,Yes,1,Egg Free
2024-02-19,PA009,Tokyo,New York,Economy,2385,Yes,2,Vegan
2024-05-16,PA004,London,Perth,Premium Economy,687,No,1,Vegan
2024-10-30,PA001,New York,London,First Class,287,Yes,2,Vegetarian
2024-01-14,PA010,New York,Tokyo,Business Class,636,Yes,1,Nut Free
2024-01-27,PA004,London,Perth,Economy,1580,No,3,Dairy Free
2024-02-24,PA006,London,Tokyo,Premium Economy,1132,Yes,2,Nut Free
2024-11-15,PA012,Perth,Tokyo,Economy,2670,No,3,Vegan
2024-08-14,PA002,London,New York,First Class,429,Yes,3,Nut Free
2024-09-03,PA011,Tokyo,Perth,First Class,310,No,3,Nut Free
2024-10-15,PA012,Perth,Tokyo,Business Class,273,Yes,2,Vegan
2024-11-11,PA005,Tokyo,London,Premium Economy,1062,No,2,Vegetarian
2024-08-19,PA008,New York,Perth,Economy,1985,Yes,3,Dairy Free
2024-10-04,PA006,London,Tokyo,Business Class,357,Yes,0,Egg Free
2024-05-23,PA010,New York,Tokyo,Business Class,492,Yes,3,None
2024-07-04,PA007,Perth,New York,Premium Economy,1750,Yes,0,Nut Free
2024-10-31,PA006,London,Tokyo,First Class,261,No,0,Vegan
2024-01-31,PA004,London,Perth,Economy,2845,Yes,0,Nut Free
2024-06-29,PA003,Perth,London,Economy,2320,No,2,Dairy Free
2024-10-06,PA001,New York,London,Business Class,776,Yes,2,Vegan
2024-11-15,PA012,Perth,Tokyo,Business Class,456,Yes,2,Egg Free
2024-11-04,PA008,New York,Perth,Premium Economy,1135,No,0,Vegan
2024-09-24,PA011,Tokyo,Perth,Business Class,498,No,3,Dairy Free
2024-02-24,PA010,New York,Tokyo,First Class,628,No,0,None
2024-09-17,PA005,Tokyo,London,Economy,2995,Yes,0,Vegan
2024-07-07,PA011,Tokyo,Perth,Business Class,291,No,2,Vegetarian
2024-01-03,PA008,New York,Perth,Business Class,558,Yes,2,Dairy Free
2024-04-03,PA006,London,Tokyo,Business Class,740,No,3,Vegan
2024-08-24,PA012,Perth,Tokyo,Business Class,693,No,1,Vegetarian
2024-10-23,PA003,Perth,London,Business Class,406,Yes,3,Vegan
2024-07-26,PA006,London,Tokyo,Economy,2030,No,3,Nut Free
2024-10-30,PA008,New York,Perth,Economy,2310,Yes,2,Egg Free
2024-03-11,PA011,Tokyo,Perth,Economy,2630,No,1,Vegan
2024-07-05,PA001,New York,London,Premium Economy,835,Yes,2,Vegetarian
2024-08-18,PA008,New York,Perth,Premium Economy,617,No,1,Egg Free
2024-12-15,PA010,New York,Tokyo,Premium Economy,1727,No,2,Vegan
2024-04-15,PA002,London,New York,Economy,1720,No,3,Egg Free
2024-12-02,PA004,London,Perth,Business Class,482,Yes,1,Vegan
2024-11-26,PA006,London,Tokyo,Premium Economy,1237,No,1,Egg Free
2024-02-22,PA012,Perth,Tokyo,First Class,231,Yes,1,None
2024-11-27,PA001,New York,London,Business Class,543,No,0,Vegetarian
2024-12-07,PA010,New York,Tokyo,Business Class,548,Yes,0,Vegetarian
2024-10-29,PA004,London,Perth,Premium Economy,905,Yes,3,Vegetarian
2024-11-23,PA008,New York,Perth,Business Class,454,No,3,None
2024-03-03,PA001,New York,London,First Class,522,No,1,None
2024-05-10,PA006,London,Tokyo,First Class,609,No,2,Vegan
2024-11-20,PA006,London,Tokyo,First Class,627,Yes,3,Vegetarian
2024-07-12,PA011,Tokyo,Perth,Economy,2825,No,2,None
2024-06-01,PA011,Tokyo,Perth,Business Class,532,Yes,0,Vegetarian
2024-12-03,PA011,Tokyo,Perth,Business Class,570,No,3,Vegetarian
2024-02-19,PA010,New York,Tokyo,Premium Economy,1502,No,0,Nut Free
2024-07-23,PA001,New York,London,First Class,418,Yes,2,Vegan
2024-06-09,PA011,Tokyo,Perth,Economy,2245,No,0,Egg Free
2024-01-30,PA007,Perth,New York,Business Class,516,No,2,Egg Free
2024-07-24,PA008,New York,Perth,Business Class,594,No,1,Dairy Free
2024-08-17,PA006,London,Tokyo,Economy,1505,No,0,Vegan
2024-07-31,PA004,London,Perth,Economy,2575,No,2,Vegetarian
2024-03-07,PA002,London,New York,First Class,632,Yes,2,None
2024-07-25,PA008,New York,Perth,Business Class,766,Yes,0,Vegetarian
2024-01-11,PA009,Tokyo,New York,Business Class,388,No,0,Egg Free
2024-04-16,PA012,Perth,Tokyo,Business Class,752,No,1,None
2024-05-14,PA011,Tokyo,Perth,First Class,503,Yes,3,Vegan
2024-04-08,PA006,London,Tokyo,Premium Economy,782,Yes,3,None
2024-06-23,PA006,London,Tokyo,Business Class,439,No,1,Dairy Free
2024-11-18,PA004,London,Perth,Economy,2790,No,1,Egg Free
2024-01-02,PA008,New York,Perth,Business Class,811,No,3,Vegetarian
2024-06-06,PA007,Perth,New York,Premium Economy,1565,Yes,2,Egg Free
2024-12-25,PA003,Perth,London,Premium Economy,1225,Yes,2,Vegan
2024-04-25,PA009,Tokyo,New York,Business Class,240,No,3,Vegan
2024-12-27,PA008,New York,Perth,Economy,1050,No,1,Vegetarian
2024-08-19,PA007,Perth,New York,Economy,3105,Yes,1,None
2024-10-06,PA008,New York,Perth,Premium Economy,1632,Yes,3,Vegan
2024-02-28,PA011,Tokyo,Perth,Business Class,626,Yes,0,Nut Free
2024-07-05,PA004,London,Perth,Premium Economy,877,No,2,Vegan
2024-09-28,PA002,London,New York,First Class,521,Yes,3,Dairy Free
2024-11-05,PA001,New York,London,Economy,1350,No,3,Vegan
2024-02-16,PA010,New York,Tokyo,Business Class,259,Yes,0,Vegetarian
2024-07-09,PA006,London,Tokyo,First Class,365,Yes,2,Dairy Free
2024-12-14,PA011,Tokyo,Perth,Premium Economy,1027,Yes,2,Dairy Free
2024-09-14,PA001,New York,London,Premium Economy,1625,No,1,Egg Free
2024-05-09,PA012,Perth,Tokyo,Economy,2225,Yes,3,Nut Free
2024-11-12,PA003,Perth,London,Premium Economy,1392,Yes,0,Nut Free
2024-02-12,PA006,London,Tokyo,Premium Economy,1075,Yes,0,Egg Free
2024-10-29,PA007,Perth,New York,Economy,3200,No,0,Dairy Free
2024-05-11,PA003,Perth,London,Economy,2000,Yes,1,Vegetarian
2024-03-21,PA011,Tokyo,Perth,Economy,1465,Yes,3,Nut Free
2024-08-27,PA003,Perth,London,First Class,422,Yes,1,Dairy Free
2024-08-01,PA011,Tokyo,Perth,First Class,414,No,3,Vegan
2024-05-13,PA006,London,Tokyo,Business Class,313,No,2,Vegan
2024-03-19,PA008,New York,Perth,Economy,3305,No,1,Vegetarian
2024-04-13,PA001,New York,London,Business Class,590,No,3,Vegan
2024-03-18,PA002,London,New York,Business Class,409,Yes,0,None
